id,first_name,last_name,patronymic,date_of_birth
,Йосип,Дейсун,Гаврилович,2006-09-20
,Лілія,Перепелиця,Данилівна,2022-11-30
,Устим,Величко,Мартинівна,1991-11-16
,Людмила,Гресь,Костянтинівна,1952-06-11
,Миколай,Туркало,Болеславівна,1959-04-22
,Арсен,Деркач,Аврелійовна,2008-12-01
,Богуслав,Титаренко,Климентович,1924-12-06
,Лілія,Яценюк,Степанівна,1934-07-21
,Пантелеймон,Лавренко,Єлисеївна,1924-04-08
,Опанас,Оберемко,Кирилович,1930-10-12
,Ліза,Лазаренко,Теодорівна,2000-05-22
,Дан,Луценко,Петрович,1959-08-30
,Аврелій,Андрійчук,Ігнатович,1968-10-27
,Камілла,Лесик,Глібівна,2003-08-28
,Федір,Дурдинець,Несторович,1980-04-22
,Соломон,Дрозд,Спасівна,1931-11-13
,Орхип,Лагода,Мартинівна,1988-03-22
,Марія,Гайда,Степанівна,2007-12-16
,Семен,Сич,Ярославович,2023-07-18
,Оксенія,Щербак,Болеславівна,1953-12-28
,Григорій,Редько,Романівна,1942-11-12
,Аліна,Кибкало,Едуардівна,1974-11-30
,Климент,Абраменко,Степанівна,1968-09-16
,Пантелеймон,Павлик,Русланович,1957-11-17
,Ірина,Цюцюра,Вʼячеславівна,1951-01-14
,Алла,Євтушенко,Йосипівна,1963-12-12
,Віолетта,Терещук,Амвросійовна,2014-07-12
,Анжела,Хмара,Глібівна,1938-10-30
,Костянтин,Щорс,Єфремівна,1943-02-23
,Варвара,Петренко,Костянтинівна,1954-05-28
,Роксолана,Шинкаренко,Альбертівна,1952-09-23
,Едита,Шелест,Володимирівна,1957-08-21
,Василина,Матвієнко,Степанівна,1960-03-22
,Світлана,Закусило,Гаврилівна,1986-04-06
,Олесь,Данилюк,Ростиславівна,1971-07-16
,Данило,Саєнко,Пантелеймонівна,1959-12-29
,Федір,Дубас,Яремович,1943-10-14
,Богдан,Батіг,Бориславович,1968-02-29
,Любов,Захаренко,Климентівна,1983-11-22
,Ігнат,Корсун,Петрович,1924-07-02
,Анастасія,Базилевський,Аврелійовна,1935-06-11
,Едуард,Філіпенко,Васильович,1938-12-12
,Еріка,Ващук,Петрівна,1984-02-15
,Михайлина,Александренко,Охрімівна,2020-12-16
,Сніжана,Баранець,Данилівна,1974-11-19
,Сніжана,Ковалюк,Симонівна,1974-06-23
,Єлисей,Ісаєнко,Климентівна,2003-07-20
,Соломія,Заруба,Теодорівна,1970-02-28
,Ольга,Лазаренко,Петрівна,1985-08-21
,Олекса,Литвиненко,Германівна,1938-01-30
,Соломія,Фаренюк,Сергіївна,2023-04-08
,Ганна,Верес,Микитівна,1925-09-07
,Юстина,Пʼятаченко,Єлисеївна,1989-01-17
,Юхим,Козак,Вʼячеславович,1992-07-26
,Марія,Чміль,Борисівна,1945-07-19
,Азар,Бандура,Йосипович,1966-04-03
,Орина,Салій,Устимівна,1963-06-27
,Ірина,Артеменко,Вікторівна,1999-08-20
,Роман,Ющенко,Ігнатович,2012-05-14
,Ірена,Нестеренко,Панасівна,1947-07-21
,Адам,Шелест,Орестович,1998-06-16
,Ганна,Зубко,Феофанівна,1982-11-13
,Зорян,Жадан,Антонович,1973-06-09
,Петро,Непорожній,Вікторович,1964-03-26
,Федір,Слюсар,Тарасівна,1995-09-04
,Тереза,Шаблій,Зорянівна,2006-12-20
,Ігор,Щербань,Ростиславівна,1935-10-17
,Остап,Заєць,Вʼячеславівна,1930-05-04
,Демʼян,Дрозденко,Євгенівна,1943-02-19
,Марина,Охріменко,Володимирівна,1960-05-03
,Валентина,Черінько,Пантелеймонівна,1938-09-13
,Дмитро,Івасюк,Ааронович,2018-03-23
,Пилип,Удовиченко,Ростиславович,1972-07-23
,Демʼян,Бакуменко,Аврелійовна,1987-11-25
,Клавдія,Калениченко,Марківна,1970-01-18
,Валентин,Дейнека,Йосипівна,1991-02-06
,Марія,Батюк,Адамівна,1929-08-02
,Роксолана,Ляшко,Леонтіївна,1942-09-15
,Августин,Колодуб,Володимирович,2012-10-30
,Роксолана,Корбут,Лукʼянівна,1971-04-28
,Анастасія,Юрчишин,Григоріївна,1987-06-24
,Аніта,Ґалаґан,Миронівна,1932-02-21
,Софія,Дрозденко,Мирославівна,2003-03-01
,Юхим,Олійник,Веніяминович,1960-09-23
,Марко,Тягнибок,Богодарівна,1930-07-16
,Одарка,Вдовиченко,Йосипівна,1994-07-25
,Феофан,Павленко,Федорівна,1934-10-13
,Зиновій,Дейнеко,Максимівна,1955-07-21
,Сніжана,Коваленко,Микитівна,1965-07-22
,Орина,Лаба,Болеславівна,1936-07-19
,Марія,Сіробаба,Феофанівна,1956-09-18
,Олена,Гречко,Кирилівна,1974-10-02
,Геннадій,Бабійчук,Захарович,1985-09-16
,Ярослава,Деряжна,Прохорівна,1953-08-13
,Анжела,Лубенець,Стефанівна,1996-08-10
,Варвара,Вдовиченко,Дмитріївна,2009-07-16
,Альберт,Атрощенко,Віталіївна,1963-08-24
,Василина,Лупій,Пантелеймонівна,1983-08-02
,Августин,Бакуменко,Назарович,1935-02-07
,Ганна,Андрієнко,Омелянівна,1995-03-13
,Василина,Баранець,Йосипівна,1952-09-21
,Ольга,Фаренюк,Пантелеймонівна,2002-08-13
,Юстим,Семенченко,Леонтійович,2023-07-23
,Леопольд,Фаренюк,Бориславович,1985-08-12
,Анастасія,Щербак,Миронівна,1935-06-12
,Орина,Корж,Артемівна,1997-02-26
,Ірена,Каденюк,Климентівна,1987-07-10
,Микита,Верхола,Арсенович,2002-07-15
,Тетяна,Чумак,Пилипівна,1998-11-25
,Дарина,Шеремета,Симонівна,1996-05-02
,Єлисавета,Тягнибок,Олександрівна,1943-09-08
,Аліна,Стець,Венедиктівна,1984-04-10
,Ігнат,Єременко,Ігорович,2018-06-11
,Оксенія,Удовенко,Францівна,1963-09-08
,Устим,Чміль,Азарівна,2011-07-08
,Тимофій,Комар,Сергійович,1943-12-12
,Павло,Михайличенко,Тарасівна,1987-08-16
,Алевтин,Андрійчук,Давидівна,1939-12-17
,Пантелеймон,Хмара,Олександрівна,1998-12-27
,Ольга,Жаліло,Спасівна,1976-02-13
,Захар,Гаврилів,Ааронівна,1973-04-15
,Костянтин,Щириця,Тимофійович,2006-08-07
,Тереза,Ляшко,Симонівна,1979-10-17
,Наталія,Верхола,Гордіївна,1999-12-09
,Віктор,Вернидуб,Едуардович,1935-11-19
,Людмила,Вишняк,Георгіївна,1990-03-22
,Марина,Гайдай,Миколаївна,1934-03-26
,Ірина,Іщак,Миронівна,1951-04-07
,Соломон,Карась,Давидівна,2001-03-14
,Іван,Вишняк,Дмитрович,1969-11-24
,Ірена,Гриценко,Германівна,2010-01-26
,Єлисавета,Рева,Лукʼянівна,1933-05-21
,Юстина,Слюсар,Леонтіївна,1981-06-08
,Дарина,Дахно,Аркадіївна,1975-05-09
,Венедикт,Демʼяненко,Артемівна,1955-04-17
,Іван,Журавель,Едуардович,1934-11-12
,Анжела,Тригуб,Макарівна,2016-01-12
,Віолетта,Негода,Глібівна,1967-11-27
,Демʼян,Бандера,Єфремівна,1928-01-01
,Ігор,Фесенко,Кирилович,2007-03-01
,Варфоломій,Козак,Макарівна,1996-11-06
,Анастасія,Христич,Кирилівна,1969-03-22
,Еріка,Запорожець,Федорівна,2020-09-30
,Дарина,Лукаш,Тарасівна,2015-07-17
,Мілена,Вовк,Адамівна,1953-08-18
,Орхип,Скоробогатько,Богданівна,1980-04-13
,Емілія,Акуленко,Олександрівна,1948-09-13
,Болеслав,Нестеренко,Веніяминівна,2000-12-17
,Владислав,Удовенко,Гордіївна,1983-06-23
,Ярослава,Комар,Вікторівна,2019-03-16
,Богдан,Влох,Прохорович,1947-04-18
,Михайло,Яремків,Вадимович,1999-11-02
,Августин,Байдак,Францівна,1954-06-14
,Роксолана,Вакуленко,Валеріївна,1993-06-15
,Віра,Корсун,Панасівна,1989-06-22
,Олег,Вахній,Семенівна,1952-03-21
,Михайлина,Нестайко,Антонівна,1946-02-02
,Тетяна,Авраменко,Артемівна,1952-10-06
,Роксолана,Каденюк,Яремівна,1994-01-11
,Лілія,Забіла,Єлисеївна,1927-02-02
,Данна,Саченко,Ааронівна,1994-08-28
,Христина,Демʼяненко,Леонідівна,1995-12-09
,Василина,Іщенко,Феофанівна,1957-09-11
,Альбіна,Дрозденко,Арсенівна,1928-07-07
,Зиновій,Тичина,Леопольдівна,1930-06-27
,Гліб,Ґалаґан,Едуардович,1993-10-29
,Орест,Гайденко,Яремівна,1998-08-23
,Орися,Вертипорох,Федорівна,1960-10-23
,Едита,Дейсун,Зорянівна,2016-10-28
,Юхим,Юрченко,Богодарович,1933-07-31
,Данна,Шинкаренко,Ааронівна,1956-02-06
,Ада,Чала,Устимівна,1973-08-10
,Соломія,Сич,Артемівна,1971-07-23
,Емілія,Дзиндра,Юхимівна,1942-08-04
,Орися,Таран,Петрівна,2016-05-05
,Лілія,Малишко,Григоріївна,2001-03-27
,Роксолана,Гук,Віталіївна,2011-05-14
,Володимир,Пʼятаченко,Ростиславович,1940-01-17
,Герман,Орлик,Азарівна,2004-01-26
,Розалія,Тягнибок,Веніяминівна,1948-08-10
,Лариса,Гузенко,Спасівна,1992-06-14
,Варфоломій,Ємець,Стефанович,1945-03-28
,Еріка,Ісаєнко,Орхипівна,2016-10-04
,Леонтій,Бабиченко,Семенович,1966-02-05
,Гордій,Ґерета,Назарович,1970-12-28
,Олена,Засенко,Дмитріївна,1948-07-03
,Алла,Затовканюк,Давидівна,1959-06-06
,Наталія,Їжакевич,Геннадіївна,2014-11-09
,Роксолана,Василашко,Марківна,2014-06-03
,Костянтин,Мірошниченко,Богодарович,1984-09-23
,Євген,Скорик,Семенівна,2016-05-07
,Марко,Гречаник,Несторович,2017-02-20
,Євген,Артим,Мартинівна,1939-05-20
,Дарина,Гук,Богданівна,2008-12-12
,Юстина,Шинкаренко,Леонідівна,1953-02-05
,Пантелеймон,Бандера,Пантелеймонович,1925-06-10
,Єва,Гавришкевич,Антонівна,1983-08-29
,Варвара,Дацюк,Макарівна,1930-11-13
,Володимира,Килимник,Леонтіївна,1994-04-09
,Святослава,Бевз,Захарівна,1943-03-10
,Віра,Алексеєнко,Васильівна,1975-02-18
,Остап,Верменич,Мартинівна,1938-12-14
,Ігор,Дубенко,Максимівна,1944-04-08
,Орина,Шведченко,Максимівна,1927-03-21
,Тетяна,Лубенець,Костянтинівна,1933-03-02
,Володимир,Литвиненко,Володимирович,1955-09-19
,Іван,Оберемко,Сергійович,1939-01-26
,Оксана,Іваничук,Охрімівна,2022-11-22
,Мирослав,Вівчаренко,Владиславович,1983-03-24
,Пармен,Пилипенко,Теодорович,1961-09-18
,Ганна,Дергач,Аврелійовна,1935-08-03
,Теодор,Вахній,Орестівна,1967-10-16
,Святослава,Зінченко,Романівна,1940-01-17
,Валентина,Савенко,Спасівна,1976-05-11
,Роксолана,Їжакевич,Демʼянівна,1986-10-24
,Ганна,Тичина,Охрімівна,1982-07-29
,Одарка,Данчук,Олександрівна,1939-11-11
,Єлисавета,Засядько,Макарівна,2005-06-14
,Панас,Вахній,Олександрович,1975-10-18
,Мирослав,Тарасенко,Макарівна,1949-12-30
,Владислав,Зубко,Алевтинівна,1993-10-21
,Віолетта,Фастенко,Богуславівна,1942-01-29
,Олег,Рябошапка,Пилипівна,1971-01-30
,Андрій,Єрьоменко,Ростиславівна,1980-12-01
,Златослава,Голобородько,Макарівна,2004-04-16
,Арсен,Цюцюра,Арсенович,1977-05-07
,Тарас,Медведенко,Данилович,1942-04-09
,Алевтин,Вертипорох,Ааронівна,1958-11-01
,Алевтин,Гречко,Валеріївна,1940-08-15
,Ярослава,Гриценко,Едуардівна,1930-03-01
,Святослава,Рак,Ростиславівна,2019-12-26
,Богодар,Забара,Аврелійович,1943-06-14
,Веніямин,Талан,Данилович,1984-07-19
,Орест,Скопенко,Семенівна,1996-03-30
,Давид,Забара,Ігнатович,2005-01-17
,Розалія,Дрозд,Азарівна,1955-07-28
,Олег,Тесленко,Стефанівна,2007-05-12
,Марта,Чередник,Орестівна,1938-09-30
,Єва,Охримович,Леонідівна,2001-06-06
,Гаврило,Ґерус,Азарович,1979-06-28
,Анжела,Рудько,Леонтіївна,1963-08-11
,Камілла,Авраменко,Валеріївна,2021-01-09
,Олег,Заруба,Давидович,1946-06-27
,Віра,Оберемко,Кирилівна,1937-03-23
,Мілена,Штокало,Опанасівна,1994-01-13
,Онисим,Тарасенко,Антонович,1997-02-23
,Софія,Мірошниченко,Симонівна,1984-05-08
,Григорій,Арсенич,Варфоломійович,2003-10-21
,Теодор,Бабак,Максимівна,2015-10-31
,Анастасія,Цибуленко,Федорівна,1977-11-13
,Святослава,Зінкевич,Тарасівна,2020-03-21
,Артем,Гавриленко,Юстимович,1974-08-27
,Ярослав,Опанасенко,Арсенівна,2006-11-19
,Марта,Титаренко,Степанівна,1959-12-14
,Амвросій,Журавель,Марківна,1961-02-18
,Охрім,Шило,Демидович,1959-12-18
,Давид,Хмара,Алевтинівна,1938-09-18
,Галина,Бебешко,Костянтинівна,1988-06-07
,Оксана,Шиян,Георгіївна,1961-01-22
,Мілена,Василенко,Богуславівна,1981-06-12
,Роксолана,Батіг,Лесівна,1947-01-01
,Златослава,Ковалюк,Богодарівна,2006-04-08
,Амвросій,Килимник,Ааронович,1934-01-30
,Надія,Лазаренко,Глібівна,1932-04-18
,Гліб,Колісниченко,Зиновійович,2006-03-02
,Артем,Дуплій,Яковович,1982-02-07
,Еріка,Деревʼянко,Станіславівна,2022-09-13
,Яків,Ільєнко,Ростиславівна,2012-11-05
,Богуслава,Бабенко,Прохорівна,1969-01-19
,Наталія,Ковалюк,Адамівна,1946-03-13
,Пріска,Сомко,Богодарівна,1978-10-15
,Мирон,Ляшко,Гаврилович,1955-01-27
,Франц,Дробʼязко,Назарович,1939-05-01
,Олександр,Гайворонський,Вʼячеславович,1936-12-23
,Онисим,Макогон,Степанівна,1964-08-20
,Розалія,Демʼянчук,Олександрівна,1996-07-06
,Мілена,Лавренко,Бориславівна,2010-10-15
,Ганна,Рябошапка,Ігорівна,1988-08-11
,Богданна,Шухевич,Пилипівна,1975-02-04
,Любов,Товстоліс,Яремівна,1929-11-19
,Еріка,Петлюра,Сергіївна,2004-11-03
,Олена,Іваничук,Данилівна,1924-11-19
,Азар,Єрошенко,Олексович,1948-09-30
,Любов,Цимбалюк,Зорянівна,2006-12-04
,Азар,Верменич,Владиславович,1966-01-09
,Соломія,Бабійчук,Демидівна,1987-12-30
,Соломон,Тимчук,Єлисеївна,2022-02-26
,Богданна,Даньків,Богданівна,2022-12-02
,Спас,Алексеєнко,Владиславівна,1993-08-26
,Прохір,Павлик,Миронович,1937-03-30
,Богдан,Малик,Вікторівна,1991-03-19
,Клавдія,Демʼянчук,Веніяминівна,1982-10-21
,Ярина,Василенко,Трохимівна,1994-10-12
,Омелян,Ільєнко,Кирилович,2023-07-21
,Соломія,Бабиченко,Олександрівна,2009-10-13
,Устим,Царенко,Ростиславович,1990-09-02
,Едуард,Туркало,Іванівна,2012-11-25
,Володимира,Вітрук,Охрімівна,1998-11-29
,Орися,Лаба,Болеславівна,1971-01-02
,Роман,Скоробогатько,Тарасівна,2017-01-09
,Галина,Асаула,Панасівна,1927-08-16
,Святослав,Бабій,Феофанівна,2019-04-27
,Тимофій,Шеремета,Павлович,1926-02-28
,Анастасія,Притула,Артемівна,1992-09-02
,Болеслав,Парасюк,Микитівна,2016-10-17
,Олена,Колесниченко,Юхимівна,1960-05-24
,Арсен,Копитко,Опанасівна,1961-03-07
,Одарка,Абраменко,Алевтинівна,1958-02-04
,Тарас,Заруба,Мирославович,1944-01-20
,Орхип,Павличенко,Антонівна,2014-10-22
,Валентина,Ващенко-Захарченко,Григоріївна,1979-12-09
,Аліна,Гоголь-Яновський,Ааронівна,1941-01-30
,Ігнат,Карась,Ігнатович,1997-02-22
,Борислав,Дейнеко,Владиславівна,1992-12-17
,Дарина,Кармалюк,Глібівна,2018-03-16
,Кирило,Давимука,Зорянович,1976-07-01
,Борис,Токар,Валентинівна,1966-06-30
,Кирило,Цимбалюк,Болеславівна,1935-09-25
,Богданна,Єсипенко,Леонідівна,1947-09-21
,Андрій,Верховинець,Францівна,1999-06-06
,Руслан,Колодуб,Вʼячеславович,1931-09-12
,Надія,Ярош,Давидівна,1970-12-30
,Теодор,Дуплій,Ростиславівна,1989-06-29
,Яків,Шовкопляс,Георгіївна,2003-05-30
,Святослава,Дергач,Валеріївна,1980-10-05
,Михайло,Доценко,Богданівна,1971-03-22
,Світлана,Кармалюк,Леопольдівна,1996-05-05
,Пріска,Василечко,Лесівна,2011-06-06
,Демʼян,Кальченко,Гордійович,1960-06-20
,Роксолана,Їжакевич,Леонідівна,1997-06-16
,Миколай,Шаповал,Єфремівна,1954-10-01
,Антон,Полтавець,Охрімівна,1985-12-27
,Альбіна,Тимчук,Євгенівна,1935-09-04
,Одарка,Яковенко,Ігорівна,1967-01-22
,Марʼяна,Ємець,Амвросійовна,1942-01-24
,Валентина,Атаманюк,Гаврилівна,1985-12-15
,Ігнат,Демʼяненко,Олегович,1966-04-06
,Володимира,Наливайко,Георгіївна,2015-05-20
,Аліна,Демʼяненко,Леопольдівна,2008-11-19
,Анастасія,Сірко,Данівна,1997-11-12
,Демид,Артюх,Устимович,1997-12-02
,Едита,Бакуменко,Владиславівна,1988-04-04
,Надія,Масоха,Остапівна,1988-03-18
,Віолетта,Чаленко,Мирославівна,1998-04-23
,Віолетта,Сиротенко,Гаврилівна,2021-09-18
,Ада,Власенко,Устимівна,1949-09-28
,Ліза,Швайка,Семенівна,1946-06-30
,Олександр,Дубенко,Петрович,1932-06-26
,Єва,Голобородько,Віталіївна,1996-04-09
,Михайлина,Токар,Глібівна,1994-10-07
,Миколай,Тичина,Артемович,1962-03-02
,Василина,Даниленко,Степанівна,1935-04-24
,Віра,Опанасенко,Валеріївна,1983-01-24
,Валентин,Сиротенко,Мартинович,1935-10-14
,Аркадій,Артим,Сергіївна,1942-06-25
,Демид,Шухевич,Леонтіївна,1935-03-20
,Трохим,Матвієнко,Йосипівна,2000-08-23
,Богданна,Чаленко,Сергіївна,2000-02-16
,Дарина,Щербань,Семенівна,2001-07-11
,Наталія,Вдовенко,Гордіївна,1933-11-17
,Оксенія,Гриценко,Єфремівна,1974-05-14
,Софія,Бевз,Валеріївна,1959-05-15
,Аніта,Лагода,Ааронівна,1971-02-24
,Оксана,Демʼяненко,Васильівна,2021-04-28
,Панас,Чумак,Арсенович,2015-06-28
,Сніжана,Демʼяненко,Макарівна,1989-11-05
,Алла,Овчаренко,Олегівна,1993-10-21
,Христина,Дейсун,Веніяминівна,1954-09-29
,Єва,Бебешко,Дмитріївна,2009-12-02
,Одарка,Михалюк,Йосипівна,1967-05-26
,Зиновій,Мамчур,Ааронівна,1933-10-16
,Сніжана,Вернигора,Алевтинівна,2006-03-28
,Оксенія,Гавриш,Данівна,1967-08-15
,Богуслава,Пушкар,Болеславівна,2000-11-22
,Венедикт,Архипенко,Бориславович,1931-10-18
,Роман,Забіла,Федорович,1989-06-26
,Варфоломій,Орлик,Азарович,1939-02-18
,Петро,Бевзенко,Олександрівна,1941-01-09
,Едуард,Лаба,Зорянівна,2022-07-23
,Олесь,Вовк,Юстимівна,2022-10-08
,Тетяна,Колодуб,Соломонівна,2001-07-22
,Михайлина,Цюпа,Богданівна,2004-07-13
,Владислав,Онищенко,Борисівна,1945-04-25
,Володимир,Вишняк,Назарович,1982-01-21
,Яків,Шиян,Святославівна,1976-10-03
,Наталія,Кащенко,Зорянівна,2022-02-13
,Аліна,Оліфіренко,Романівна,1993-02-17
,Марʼяна,Ярош,Вадимівна,1944-10-12
,Іван,Дейсун,Артемович,1933-11-12
,Марʼяна,Балабан,Ааронівна,1963-05-18
,Ліза,Баранець,Стефанівна,1931-01-30
,Ліза,Балабан,Марківна,1965-09-15
,Руслан,Супруненко,Валентинівна,1996-08-26
,Петро,Єресько,Охрімівна,1954-06-12
,Оксана,Забара,Михайлівна,1954-08-24
,Розалія,Стець,Валеріївна,1984-06-13
,Орест,Скорик,Венедиктівна,1988-12-22
,Дмитро,Ніколюк,Тимофіївна,1951-12-07
,Юстим,Рябовіл,Аркадіївна,1937-06-11
,Камілла,Франчук,Мирославівна,1976-06-19
,Гліб,Андрієнко,Адамівна,1927-02-05
,Герман,Перепелиця,Омелянович,2000-08-28
,Едуард,Лупій,Леопольдівна,1986-02-21
,Панас,Чайка,Дмитрович,1992-01-19
,Валентин,Дергач,Олександрович,1971-04-24
,Данило,Дуплій,Юстимівна,1956-10-11
,Ярина,Байрак,Болеславівна,2005-01-19
,Сергій,Безбородько,Мартинович,1986-12-15
,Федір,Кириленко,Омелянович,1934-08-02
,Григорій,Андрійчук,Богодарівна,1977-08-29
,Єфрем,Носенко,Русланович,1947-01-15
,Лариса,Дахно,Марківна,2004-09-07
,Стефан,Яремків,Єлисейович,1929-12-05
,Євген,Худяк,Юстимівна,2006-05-02
,Михайлина,Міщенко,Аврелійовна,1928-05-10
,Алевтин,Масляк,Юстимівна,1973-05-13
,Ірена,Баклан,Валеріївна,1998-02-25
,Федір,Канівець,Ростиславівна,1965-08-11
,Святослав,Гайдай,Павлівна,1925-03-13
,Теодор,Байда,Іванович,1957-03-10
,Світлана,Заєць,Євгенівна,1958-08-05
,Сніжана,Павленко,Валеріївна,1933-07-08
,Єлисавета,Туркало,Охрімівна,2020-04-11
,Марко,Носаченко,Васильович,1955-12-31
,Зорян,Іщак,Віталійович,1990-06-08
,Леопольд,Вернигора,Едуардівна,2008-04-17
,Симон,Дзюба,Демʼянович,1956-12-07
,Орхип,Карась,Гордійович,1945-03-08
,Ольга,Остапчук,Демʼянівна,2003-12-30
,Одарка,Килимник,Григоріївна,1936-09-19
,Григорій,Колодуб,Петрівна,1937-04-16
,Сніжана,Абрамчук,Георгіївна,1928-09-05
,Геннадій,Комар,Миронович,1985-05-23
,Алла,Литвиненко,Микитівна,1997-06-21
,Марія,Швайка,Кирилівна,1981-02-13
,Азар,Ніколюк,Борисівна,2013-01-13
,Ігор,Тиха,Францівна,1935-02-04
,Соломон,Давимука,Глібович,2017-02-06
,Микита,Охримович,Омелянович,1957-01-03
,Арсен,Архимович,Остапівна,2019-07-06
,Марта,Пушкар,Вадимівна,1937-04-18
,Степан,Юхименко,Аврелійович,1946-04-01
,Богуслава,Корсун,Арсенівна,1930-02-02
,Лариса,Василевич,Павлівна,1930-12-17
,Аліна,Корпанюк,Охрімівна,2012-07-19
,Омелян,Михалюк,Устимівна,1992-08-27
,Альбіна,Усик,Соломонівна,1974-10-06
,Анастасія,Єсипенко,Леопольдівна,1954-01-19
,Єлисавета,Конопленко,Віталіївна,1929-05-01
,Оксенія,Цушко,Прохорівна,2003-12-22
,Віолетта,Прокопович,Климентівна,2017-09-17
,Софія,Гузій,Леонідівна,1998-01-10
,Ігнат,Хоменко,Варфоломіївна,1980-06-04
,Теодор,Токар,Артемович,1996-09-20
,Юстина,Шведченко,Олександрівна,1992-08-26
,Варвара,Аврамчук,Давидівна,1951-11-11
,Одарка,Бевзенко,Данилівна,2003-12-29
,Камілла,Савенко,Артемівна,2018-03-24
,Устим,Литвиненко,Тимофійович,1947-06-20
,Адам,Ільєнко,Святославівна,1980-07-14
,Одарка,Яременко,Адамівна,2006-10-02
,Арсен,Ґереґа,Зорянівна,1982-07-04
,Нестор,Чарниш,Тимофіївна,1925-01-01
,Олександр,Яценюк,Дмитріївна,1944-11-21
,Левко,Оробець,Юхимівна,1992-08-21
,Маруся,Алексеєнко,Богодарівна,1945-07-05
,Анжела,Гайда,Тарасівна,1991-03-22
,Одарка,Гайда,Максимівна,2001-01-08
,Геннадій,Гречко,Аврелійовна,1971-07-12
,Віолетта,Артимович,Ігорівна,1938-08-26
,Климент,Шведченко,Марківна,1999-09-13
,Марина,Дейнека,Андріївна,1941-05-17
,Венедикт,Атаманюк,Теодорович,1966-04-07
,Лілія,Алексюк,Аркадіївна,1924-05-08
,Пріска,Давиденко,Арсенівна,1938-05-10
,Степан,Червоненко,Устимович,1983-06-30
,Людмила,Макаренко,Демидівна,2002-11-24
,Валентин,Девдюк,Ігорівна,1947-11-26
,Марко,Гоголь-Яновська,Єфремівна,1926-08-22
,Едита,Дергач,Вадимівна,2006-01-22
,Ілля,Данькевич,Альбертівна,1936-03-29
,Пріска,Ващенко,Степанівна,1988-06-01
,Марина,Ляшко,Яремівна,2012-06-15
,Аніта,Ірванець,Остапівна,2005-09-24
,Георгій,Ярема,Данилович,1959-07-18
,Тереза,Литвиненко,Панасівна,1985-08-10
,Наталія,Фартушняк,Йосипівна,1991-05-01
,Руслан,Шевченко,Іванович,1988-12-10
,Марʼяна,Гайдабура,Богданівна,1932-03-06
,Олекса,Тарасенко,Макарович,1937-03-01
,Богуслава,Василашко,Варфоломіївна,1995-08-26
,Ірена,Кальченко,Назарівна,2016-10-03
,Богуслав,Данченко,Павлівна,2022-01-02
,Златослава,Бараник,Трохимівна,1931-06-07
,Ярина,Прокопович,Охрімівна,1931-01-08
,Сніжана,Яковенко,Демʼянівна,1958-05-12
,Клавдія,Цимбал,Орестівна,1980-01-24
,Амвросій,Гавриленко,Олександрівна,1947-06-26
,Орина,Петрик,Альбертівна,1948-08-02
,Пріска,Цимбал,Орестівна,2016-03-14
,Анастасія,Бандера,Іллівна,1996-05-13
,Анжела,Затовканюк,Артемівна,2023-06-22
,Світлана,Верховинець,Олегівна,2022-04-28
,Віолетта,Дзюба,Макарівна,2001-07-26
,Климент,Салій,Адамівна,1996-01-09
,Азар,Баштан,Миколайович,1986-06-11
,Назар,Фаренюк,Станіславович,1984-07-08
,Орися,Гуцуляк,Борисівна,1935-11-30
,Розалія,Вакуленко,Леонтіївна,1966-03-24
,Миколай,Луценко,Панасович,2009-06-07
,Ліза,Бебешко,Русланівна,1969-09-03
,Пилип,Алексеєнко,Леонідівна,2001-01-02
,Сніжана,Жарко,Кирилівна,2004-08-22
,Світлана,Кибкало,Лесівна,1943-02-03
,Наталія,Чарниш,Валентинівна,1998-05-23
,Марина,Охримович,Іванівна,1936-05-11
,Надія,Шаповал,Едуардівна,1930-01-14
,Варфоломій,Фаренюк,Орестович,2022-01-17
,Ада,Дергач,Францівна,1963-12-17
,Одарка,Дергач,Валеріївна,2004-02-24
,Антон,Остапчук,Ігнатович,1997-04-20
,Марта,Баштан,Несторівна,2006-01-18
,Тарас,Охріменко,Несторівна,1980-11-30
,Орина,Шеремета,Давидівна,1986-01-28
,Наталія,Батюк,Амвросійовна,1930-08-02
,Захар,Ґерета,Макарівна,1963-08-21
,Венедикт,Іщак,Омелянович,2014-12-21
,Марʼяна,Рябченко,Охрімівна,1962-11-13
,Едита,Ільченко,Тарасівна,1968-09-28
,Богданна,Алексюк,Захарівна,2022-09-15
,Яків,Абрагамовська,Антонович,2011-03-12
,Сніжана,Міщенко,Михайлівна,2020-04-09
,Руслан,Ємельяненко,Владиславович,1954-02-16
,Віолетта,Симоненко,Іванівна,1952-12-23
,Тетяна,Ющенко,Віталіївна,1964-01-06
,Хома,Канівець,Данилович,1960-01-18
,Сніжана,Штокало,Марківна,1927-08-27
,Віталій,Андріїшин,Миколайович,1940-10-09
,Анжела,Салій,Віталіївна,1972-01-07
,Тарас,Шиян,Вадимович,1987-08-19
,Златослава,Деркач,Леопольдівна,1992-04-11
,Панас,Лубенець,Ігорівна,1960-10-31
,Венедикт,Джус,Володимирівна,2006-05-31
,Світлана,Карась,Гордіївна,2007-04-16
,Олег,Чумак,Панасівна,1963-01-25
,Михайлина,Дерегус,Захарівна,2011-02-24
,Соломія,Авдєєнко,Симонівна,1930-01-20
,Віра,Ящук,Венедиктівна,1968-08-27
,Макар,Царенко,Панасович,1996-08-18
